index,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction
981,24228,Female,Loyal Customer,49,Business travel,Eco,302,30,19,5,4,4,4,1,5,4,5,5,5,5,1,5,4,satisfied
982,98566,Male,Loyal Customer,13,Personal Travel,Business,861,0,7,2,1,2,4,2,2,2,2,3,1,4,2,3,2,neutral or dissatisfied
983,117549,Female,Loyal Customer,27,Business travel,Business,347,43,38,3,3,3,3,4,4,4,4,3,5,4,3,4,4,satisfied
984,24452,Male,Loyal Customer,28,Business travel,Business,1680,0,14,4,4,4,4,5,5,5,5,4,1,5,5,4,5,satisfied
985,52506,Male,Loyal Customer,17,Personal Travel,Business,160,0,0,1,5,1,4,1,1,2,1,3,4,4,3,4,1,neutral or dissatisfied
986,127230,Female,disloyal Customer,54,Business travel,Eco,1209,0,2,2,2,2,3,4,2,4,4,4,4,3,3,3,4,neutral or dissatisfied
987,47554,Male,Loyal Customer,59,Business travel,Eco Plus,590,0,0,3,3,3,3,3,3,3,3,2,4,2,2,2,3,neutral or dissatisfied
988,48272,Female,disloyal Customer,24,Business travel,Eco Plus,391,0,0,3,5,3,2,3,3,3,3,5,2,5,2,5,3,neutral or dissatisfied
989,36902,Male,Loyal Customer,27,Business travel,Business,2072,6,13,2,2,2,2,4,4,4,4,2,3,4,1,5,4,satisfied
990,47000,Female,Loyal Customer,29,Business travel,Eco Plus,737,0,0,4,2,2,2,4,4,4,4,3,2,1,4,2,4,satisfied
991,71358,Male,Loyal Customer,40,Business travel,Business,258,62,60,2,2,2,2,5,4,4,4,4,4,4,5,4,3,satisfied
992,100351,Female,Loyal Customer,26,Personal Travel,Eco,1073,16,0,2,2,2,4,3,2,3,3,3,2,4,4,3,3,neutral or dissatisfied
993,128131,Male,Loyal Customer,60,Business travel,Business,1587,0,0,3,3,3,3,4,5,5,4,4,4,4,4,4,4,satisfied
994,59271,Female,Loyal Customer,26,Business travel,Business,4243,26,0,2,2,2,2,4,4,4,3,5,4,4,4,5,4,satisfied
995,36608,Male,Loyal Customer,28,Business travel,Business,1091,0,0,2,2,2,2,4,4,4,4,5,2,2,2,5,4,satisfied
996,121263,Male,Loyal Customer,53,Personal Travel,Eco,2075,45,19,1,5,2,4,5,2,1,5,5,3,4,3,5,5,neutral or dissatisfied
997,16712,Male,Loyal Customer,48,Personal Travel,Eco,284,0,0,2,5,3,4,5,3,5,5,3,3,2,1,2,5,neutral or dissatisfied
998,22022,Female,Loyal Customer,46,Business travel,Eco Plus,448,0,0,2,3,3,3,2,5,4,1,1,2,1,5,1,5,satisfied
999,59019,Female,Loyal Customer,50,Business travel,Business,1744,0,0,5,5,5,5,5,3,5,5,5,4,5,4,5,4,satisfied
1000,72926,Male,disloyal Customer,27,Business travel,Business,1089,0,7,2,2,2,1,1,2,1,1,4,5,4,5,4,1,neutral or dissatisfied
1001,95776,Female,Loyal Customer,55,Personal Travel,Eco,419,0,0,2,4,3,3,3,1,4,1,1,3,2,3,1,4,neutral or dissatisfied
1002,47318,Male,Loyal Customer,28,Business travel,Business,1942,0,0,4,4,3,4,5,5,5,5,1,2,5,5,4,5,satisfied
1003,31364,Female,disloyal Customer,56,Personal Travel,Eco,589,7,12,1,5,1,3,3,1,4,3,4,1,1,5,4,3,neutral or dissatisfied
1004,104372,Female,Loyal Customer,51,Business travel,Business,2246,41,32,5,5,5,5,4,5,5,3,3,4,3,3,3,5,satisfied
1005,82961,Female,Loyal Customer,42,Business travel,Business,1086,0,0,4,4,5,4,5,4,4,4,4,4,4,4,4,4,satisfied
1006,87906,Male,disloyal Customer,21,Business travel,Eco,594,0,0,1,5,1,2,3,1,3,3,4,4,4,4,4,3,neutral or dissatisfied
1007,11534,Female,disloyal Customer,62,Business travel,Eco Plus,316,0,0,4,4,4,4,4,4,4,4,2,1,4,2,3,4,neutral or dissatisfied
1008,33680,Female,Loyal Customer,42,Business travel,Eco,899,0,0,3,5,5,5,3,1,3,3,3,3,3,5,3,5,satisfied
1009,105268,Male,Loyal Customer,8,Personal Travel,Eco,2106,7,32,2,2,2,4,3,2,3,3,2,5,4,1,3,3,neutral or dissatisfied
1010,29117,Female,Loyal Customer,35,Personal Travel,Eco,954,23,32,4,0,4,3,2,4,2,2,5,3,4,2,1,2,neutral or dissatisfied
1011,113585,Female,Loyal Customer,37,Business travel,Business,258,0,0,2,2,2,2,5,3,1,4,4,4,4,2,4,1,satisfied
1012,104955,Male,Loyal Customer,69,Personal Travel,Business,337,14,0,3,2,3,3,5,2,3,1,1,3,1,2,1,3,neutral or dissatisfied
1013,13060,Male,disloyal Customer,34,Business travel,Eco,936,0,0,1,1,1,2,1,1,1,1,1,4,4,5,1,1,neutral or dissatisfied
